Identifiant;CUM360;GAS360;Category;Anonymised PROD_DT;Anonymised COMP_DT;Anonymised SPUD_DT;Anonymised X Coordinate;Anonymised Y Coordinate;Avg(LATERAL_LENGTH) for;Avg(TOTAL_TVD) for;Avg(TOTAL_MD) for;production Days;Avg(ISIP_(Instant_Shut-in_Pressure_psi)) for;Sum(Total_Clean_Volume_Pumped_(bbl)) for;Avg(Frac_Gradient_(psi/ft)) for;Avg(Breakdown_Pressure_(psi)) for;Avg(Final_(Post_Treatment_Shut-in_Pressure_psi)) for;Avg(Pre_Treatment_Shut-in_Pressure_(psi)) for;Avg(Min_ reat_Rate_(bpm)) for;Avg(Max_Treat_Rate_(bpm)) for;Avg(Avg_Treat_Rate_(bpm)) for;Avg(Min_Treat_Pressure_(psi)) for;Avg(Max_Treat_Pressure_(psi)) for;Avg(Avg_Treat_Pressure_(psi)) for;Sum(Proppant_In Formation (lb)) for;Avg(Entered_ Shot_ Total) for;Avg(Shot_ Density_ shots/ft) for;Avg(Stage_ Length_(Calculated Field)) for;Avg(Total_ No_ of Perfs) for;Avg(NO_ of_ STAGES) for;Avg(Vp_PT_PLEASANT) for;Avg(VTOC_UTICA) for;Avg(GIPTOT_(bcf/section)_UTICA) for;Avg(SW) for;Avg(PAYFLAG_(NTG)) for;Avg(YOUNG'S_MODULUS_PT_PLEASANT) for;Avg(POISSON_RATIO_PT_PLEASANT) for;Avg(FRACTURE_TOUGHNESS) for;Avg(GIPTOT_(bcf/section)_PT_PLEASANT) for;Avg(NPHI_PT_PLEASANT) for;Avg(THICKNESS_PT_PLEASANT) for;Avg(MATURITY_PT_ PLEASANT) for;Avg(UPLIFT_MAGNITUDE_ PT_PLEASANT) for;Avg(MAX_DEPTH_BURIAL_PT_PLEASANT) for;Avg(TEMP_ANAMOLY_PT_PLEASANT) for;Avg(TEMP_PT_PLEASANT) for;Avg(VS_PT_PLEASANT) for;Avg(MHS_PT_PLEASANT_(Min_Horz_Stress)) for;Avg(RESISTIVITY_PT_PLEASANT) for;Avg(GR_PT_PLEASANT) for;Avg(VCLAY_UTICA) for;Avg(VTOC_PT_PLEASANT) for;Avg(VCARB_PT_PLEASANT) for;Avg(VCLAY_PT_PLEASANT) for;Avg(POROSITY FROM DENSITY LOGS) for;Surf X             SP OH-N 27;Surf Y             SP OH-N 27;Proppant per foot;Clusters;Cluster spacing
188;1,816609903;1,499014137;3H;13290;13290;13143;0,481822089;0,87106979;0,020527221;1,156344393;0,3273289;-1,750168623;0,524360387;1,044416293;0,327815641;-0,493634472;-0,413904012;0,368778524;0,449575147;0,34406049;0,719674176;0,521097848;-0,867701588;0,315342569;0,864678279;0,91822092;-0,939005172;-0,314285002;0,497462355;0,844275617;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,208910291;-0,693906603;-0,249644221
189;-0,836460485;-0,883643425;1H;13438;13438;13170;-0,680360681;-0,072277808;-1,364681484;0,089774228;-0,908672317;-0,159141631;0,916032918;-0,283570472;1,120186598;-0,773612138;1,370148715;0,453633567;-0,192473449;-1,91432197;-1,513941193;0,30818864;0,133305296;-0,127976603;-1,087630105;0,067969042;-0,939005172;-0,314285002;-0,486610425;0,107150954;0,184456127;-0,129409084;0,239018413;0,461043451;-0,948049781;0,196927935;0,144005322;-0,117618693;-0,633491195;0,833382506;-0,761126422;0,391627896;0,590980533;0,292259354;-0,514980946;-0,535852665;0,184456127;-0,900945111;0,711621524;1,275444117;0,481914166;0,571753912;0,583369747;0,386627334;-1,043868632;-0,792033722;-0,485734582;-0,030943512;-0,693906603;-0,249644221
190;-1,078792519;-1,10126982;8H;14376;14375;14153;-1,945993436;-1,071819849;0,807997382;-1,156428807;-0,087678808;0,226847166;-0,312690377;0,479620764;0,027920242;-0,739864206;-0,889653667;-1,049231136;0,182532187;0,205383065;0,356658294;-0,246859831;0,474887211;0,099129682;1,216405693;0,121109785;1,767274099;-0,245782676;0,891091468;0,352859175;1,608565497;-1,9963187;0,680834436;0,09591209;-1,783648455;-0,30636519;0,144005322;-0,651242534;-0,920182884;0,527679344;-1,884682194;-0,014359037;1,919025621;1,170733937;0,287158028;-0,171375836;1,608565497;-0,327548031;1,230706575;-1,615754188;1,276849041;0,758269385;0,005682392;-0,341085352;-0,275928538;-2,053328473;-0,908221172;0,749023034;0,028444593;-0,234535758
191;0,068853241;-0,070602178;3H;14421;14421;13946;2,55084415;-0,293763921;0,56789454;-0,67740782;-0,350817753;0,513985174;-1,574611477;-0,609596066;-1,693531919;-0,085479312;-0,680910637;-1,84121065;0,343617083;1,420526838;1,595183068;-1,828347233;-1,149332146;-2,554857179;0,476970167;-0,782282835;0,903567949;0,010918268;-0,683424981;-1,367098373;-1,157595191;2,240201921;0,917613042;0,831131346;-0,499785909;0,805472898;0,144005322;-0,655278457;-0,869643311;-1,237747079;0,937876594;-2,642187827;-0,292870755;-1,076573824;0,028973916;-0,600655307;-1,157595191;1,763711529;0,450493592;-0,083127036;-1,510354131;-0,570117457;1,288797077;-0,863415812;1,337440043;1,240233093;1,936694726;0,028271445;1,473146985;-0,145363649
192;-1,054917838;-1,079830527;3H;13633;13633;13303;-0,861535055;-1,347005944;-0,464715586;-2,121955482;-1,266541283;-0,46510836;0,12939288;0,227910371;0,464274557;-1,708479856;-0,6232341;0,074691075;0,534644818;0,121788927;0,627978122;0,036667077;0,119826507;-0,429706383;-0,329526954;0,067969042;-0,939005172;-0,315197661;0,169438095;0,598567396;-1,165711788;-0,457874369;-1,067113453;-1,415830873;0,762316255;1,892028653;-2,574206301;0,014788506;-1,33435629;-0,251662314;-0,006584456;-0,728782702;-0,536869931;-1,986731209;0,07763343;-1,129778449;-1,165711788;-1,344967904;-0,894131543;1,668409294;-0,821294547;0,007624785;0,684415508;0,366742183;-1,61447123;-1,816255778;0,279682673;0,045382125;-0,693906603;-0,250501692
193;-1,117901685;-1,136395114;5H;12853;12853;12535;-0,860842323;-1,346302623;0,020527221;-2,095759022;-0,734248788;-0,450986819;-0,625069768;0,537002451;-0,039825425;-0,792994849;-0,637509628;-0,337457147;0,501122314;0,157326532;0,741028051;0,149437206;0,679069365;0,132782859;0,026657784;0,067969042;-0,939005172;-0,314285002;0,563067208;0,844275617;-1,230401443;-0,477001865;-1,111788468;-1,459888956;0,958159694;1,838504368;-2,574206301;0,079874247;-1,251788407;-0,552770671;0,038348665;-0,709353616;-0,53476944;-1,942132352;0,16710077;-1,027754406;-1,230401443;-1,337622598;-1,042426814;1,545811047;-0,797220603;0,013059162;0,758592452;0,497019565;-1,560539857;-1,770784458;0,293669158;0,004020004;-0,653775981;-0,252184328
194;0,988294795;0,755126912;5H;13171;13171;12938;0,128071417;1,025921749;-0,839141697;1,208737313;-0,042569274;-1,467737796;0,276826611;-1,286566879;0,052084841;0,162978153;0,867103895;0,578994402;-1,997483398;-1,083905073;-1,084728297;-0,606096539;0,068470346;0,113423506;-0,857465116;-0,782282835;0,903567949;-0,217315076;-0,683424981;-0,62997371;0,976200276;-1,015210043;0,025473478;-0,622785384;-0,216900941;-1,076382508;0,144005322;-0,255615182;-0,026574364;0,002445568;0,097452662;0,877894731;-1,551321253;-0,591791118;0,496265662;1,01294568;0,976200276;-0,346228172;0,279420982;-0,126007464;0,393754942;1,349168764;-1,091453097;-0,756917083;1,526705906;0,641527377;-0,647663675;-0,325362161;0,028444593;-0,21224725
195;-0,623677744;-0,606907845;5H;12950;12950;12730;1,135353373;-1,012443918;1,224399515;-1,556860413;0,253649996;-1,93374866;0,889452216;5,758883922;1,626518953;-0,825738731;2,195638762;1,131053406;-1,844424487;-1,220920393;-0,933003393;-0,132965892;-0,152891903;-1,234757252;7,083590284;-0,782282835;0,903567949;-0,427674197;7,057947559;5,75844004;-0,768112698;1,242667685;-0,020755132;2,549396572;-1,675419186;0,536625374;1,503111133;-2,468433332;-0,364490852;-0,391305146;1,297527635;-1,763978012;0,666891396;-0,526190346;-1,848469998;-2,051324966;-0,768112698;0,10435677;-0,827471754;0,405739847;-1,301411053;0,483156042;1,886638979;-0,364432802;-0,57113089;-0,208679434;1,451206625;7,661990262;-0,693906603;-0,356176953
196;-1,008401236;-1,038055538;0H;14055;14056;13868;-0,928032156;-0,7041815;0,092725978;-0,47157849;0,079226466;0,754051376;-0,92497403;-0,330304011;-0,865661215;-1,087346472;-1,249644692;-1,096273478;-0,184741374;1,239285055;0,388689107;0,405317364;1,076348217;0,73452775;0,134263685;0,067969042;-0,939005172;-0,172616558;-0,683424981;-0,62997371;0,400585779;-0,213504112;0,109398979;0,467652163;-0,853392119;0,072989181;0,144005322;-0,231479828;-0,393508789;0,484524257;-0,888985576;0,400802742;0,854298256;0,548750052;-0,515050668;-0,524824046;0,400585779;-1,041362723;0,575757757;1,049447419;0,67497836;0,528102276;0,818399959;0,392238558;-1,091062197;-1,080213072;-0,447415103;0,076112541;0,028444593;-0,177250858
197;-0,458481302;-0,311432215;1H;13736;13743;13431;-1,693544794;-0,316293327;3,638860264;-1,452074572;2,85947738;-2,084378435;0,389001353;12,42699097;1,042296434;-0,632093499;1,118744352;1,416666896;-2,5824801;0,326973723;-1,014735039;-0,68654371;-0,102261244;0,444115151;10,70555299;-0,771785898;0,903567949;-0,490588984;10,66621442;16,32389355;1,531043265;-1,657654527;0,131350988;-0,015762911;-1,249310183;-0,472743025;1,033296779;-0,580143175;-0,358987072;0,083738639;-1,592206768;0,110265954;1,882918596;1,271117393;0,202452361;-0,096420668;1,531043265;-0,498537602;0,943394543;-1,236551541;1,273539385;0,59610747;0,289977254;-0,222642097;-0,359671172;-1,646952839;-0,961349871;7,812675385;-2,120773164;-0,372507588
198;0,592089453;0,399304944;0H;13737;13737;13389;2,811723451;-0,228794857;-0,248119316;-0,359307947;-0,355328707;-1,448909074;0,752742959;-0,700179271;1,09836961;0,464202252;1,275389845;1,072345125;0,309252305;-0,919139816;-0,380050408;0,713853851;1,069756863;0,568920013;-1,754884077;0,067969042;-0,939005172;-0,322042597;0,497462355;0,844275617;-1,696806561;1,847758458;2,13402764;0,566782849;0,370629376;0,908290989;0,144005322;-0,554754577;-0,95302578;-0,414359824;0,386239283;-1,639071338;0,42047961;0,147303918;1,571532479;0,664923043;-1,696806561;1,819681337;-1,655795583;-0,212480836;-2,032501039;-1,581149399;0,961140543;-1,045112568;0,827815079;1,775104071;1,835747706;-2,328588914;-0,693906603;-0,256932726
199;-1,005407389;-0,355245694;2H;13113;12946;12766;-1,197390576;-0,374738528;5,601659024;-0,669923118;4,307493405;-2,653947269;1,075430806;;1,422229201;-0,442665905;1,438633535;1,540878359;30,64922638;702,1243691;567,4963174;-1,120810722;0,589012956;0,69361869;13,32499063;-0,782282835;0,903567949;-0,426256302;12,63435998;9,9354798;1,876104629;-4,098694395;0,407580115;-0,22626264;-1,000274698;-14,15101326;-3,933312112;-0,257940515;-0,667521849;0,877736891;-1,163931388;0,171431594;1,062468597;0,458621323;-0,12890748;-0,419633843;-27,93948635;-0,478721435;0,539415675;0,858428713;0,724915229;0,770611365;0,807501702;0,368763032;-0,555218586;-1,415564059;-0,552126757;;-0,693906603;-0,354844796
200;0,594983288;0,401905776;2H;14882;14882;14569;0,347203259;0,353363666;2,591138771;1,055300904;3,176747766;-1,138235164;-0,008776892;2,267992048;-0,122917733;-1,605577724;0,072458545;-0,032435936;0,173940993;-0,070598741;0,220527338;1,106820217;0,910665559;1,603893138;2,186725235;0,067969042;-0,939005172;-0,323704938;2,465607917;2,318524944;0,791641195;-0,70405844;0,02792958;-0,622785384;0,32982866;-0,796059284;-0,365659357;-0,645870213;0,471842134;-0,3077992;0,303007388;0,754034311;-1,404385637;-0,517577345;0,322077086;0,866455201;0,791641195;0,024562215;-0,567979046;-0,06246411;0,229676659;0,282128771;-0,370971996;-0,336934192;0,954606821;0,621026418;-0,291968161;0,146133517;-0,693906603;-0,258494548
201;-0,453787245;-0,282612182;6H;14685;14705;14530;1,199848166;-1,477303321;4,048546233;-1,3959393;5,639728294;-2,107914337;-0,116803233;10,14784358;0,375852947;-1,396103752;1,939235552;0,897471222;-1,526446517;-1,329162211;-1,22177817;0,004601965;0,056574476;-0,638956989;15,48928115;0,054030487;-0,908799055;-0,425798147;14,60250554;11,40972913;-0,855998327;1,134497825;0,390206647;1,821354811;-0,92643209;0,009157515;1,413989441;-1,80990906;-0,447883935;-0,053287488;1,243596795;-1,391601176;0,678712632;-0,299761852;-2,387165912;-2,302531376;-0,855998327;0,241677134;0,249783753;0,270053;-0,914895083;0,543152606;1,391798168;0,085592429;-0,217707224;-0,173555754;1,463447915;11,8556823;-0,693906603;-0,354414344
202;-0,938688299;-0,975445774;0H;13688;13688;13389;-0,86165626;-1,346213858;0,943999692;-1,680358011;0,08524107;-0,46510836;-0,08649498;1,493265319;0,529272093;-1,166146976;-0,087582676;0,042479494;0,183820867;0,178196798;0,270175098;0,216008342;0,666965244;0,481812951;0,739808107;0,067969042;-0,939005172;-0,314285002;1,153510876;1,335692059;-1,032489251;-0,33123715;-0,199818935;-1,019308129;0,204162453;1,696202654;-2,574206301;0,195306987;-1,264826125;2,101965106;-0,35390736;0,006284367;-0,282702697;-1,161025863;0,062339724;-0,641103716;-1,032489251;-1,534364318;-0,122426275;3,818324768;-0,367237881;0,098168305;0,765716191;0,868276425;-1,657630787;-1,48284801;0,030020174;-0,016955976;-0,693906603;-0,249644221
203;0,626278449;0,430008823;3H;13191;13191;12769;-0,393612153;0,494353456;0,781132729;0,60996108;0,640088332;0,433963106;0,092051508;2,1160341;0,09217264;0,205925301;-0,039733063;0,488609048;0,322998216;0,90975454;0,846729734;0,674118412;-0,121120949;0,641783405;0,683997191;0,91822092;-0,939005172;-0,316002755;1,153510876;1,335692059;0,617383087;-0,213504112;-0,009371804;0,566782849;-0,804431259;-0,373963296;0,144005322;-0,365587398;-0,244105377;-0,317708158;-0,418996573;0,688892904;0,120008972;0,400146624;-0,791265642;-0,349720007;0,617383087;-0,722099083;0,700305643;0,076903759;0,651023682;0,879740455;0,565719888;0,094271146;0,001518011;-0,173944398;-0,635696629;0,078504139;-0,693906603;-0,251258104
204;-1,146646532;-1,162213645;6H;12777;12777;12623;-0,701034639;-0,440059356;-0,494938321;-0,108570399;-0,489153656;0,288040512;0,058374028;-0,567077418;0,084439968;0,41772568;-1,113474027;-0,773198684;0,642590649;0,286941868;0,843526653;-0,350078926;1,060409126;-0,482583794;-0,393870773;0,91822092;-0,939005172;-0,283254626;-0,486610425;0,107150954;0,50493081;-0,084558402;-0,039994683;0,566782849;-0,830543717;-0,076521067;0,144005322;-0,324268635;-0,233608909;0,10987126;-0,782972456;0,501726047;0,80486907;0,66518914;-0,734930337;-0,571022549;0,50493081;-1,016464005;0,605258846;0,773626513;0,74744314;0,602240769;0,877037897;0,371053327;-0,988809471;-0,811563071;-0,471025088;-0,016539505;-0,693906603;-0,220490202
205;-0,559278504;-0,634708633;3H;12196;12196;11835;-0,548019717;0,137958957;0,383200046;0,231983583;0,065693606;1,380106376;7,863960548;0,702936095;-0,187695817;0,019820992;0,268305598;-0,700770826;-0,017213083;0,278154387;0,442073795;-0,685556844;-0,52854649;-0,362535738;0,749999222;-0,782282835;0,903567949;-0,000656555;-0,683424981;-1,367098373;0,231764295;-0,062133062;0,207747541;0,566782849;-1,000274698;0,01170607;0,144005322;-0,160116159;-0,614634382;0,582040991;-0,577380323;0,501726047;0,34069033;0,261321112;-0,635398435;-0,476323478;0,231764295;-0,594585331;0,960318007;0,739373989;0,407521999;0,782159417;0,340382922;0,251957974;-0,635513194;-0,530427889;-0,504856925;0,605642477;1,473146985;-0,152160469
206;1,77078904;1,457864754;6H;12671;12671;12481;0,978344093;0,494629635;0,826466832;1,051558552;1,994877988;0,095046114;1,229222632;0,925807753;1,254451057;-0,42863716;1,532502753;0,34445909;0,628483003;0,074654841;0,670223096;0,595524582;0,428976384;0,16890413;0,324950438;0,91822092;-0,939005172;-0,305477508;0,825486616;1,089983838;0,949619551;-0,129409084;0,391935878;-1,019308129;1,123080485;-0,657566501;-1,215100489;-1,94197962;1,287089141;-0,769285964;0,573986026;0,542288524;-0,6500519;0,133814103;-0,003408039;0,604334361;0,949619551;-0,059394424;-0,553659651;-0,464598526;0,280285413;-0,572305509;1,522337814;-0,511433595;0,61297741;0,996310551;0,033560425;-0,43890246;-0,693906603;-0,241369302
207;0,664180945;0,464044579;0H;14557;14557;14241;0,191311656;0,375701512;0,943999692;0,976711523;1,676103952;-0,756953548;0,932721312;1,243181727;0,94927827;0,894791968;1,211762158;0,60804455;0,382277458;-0,741193338;-0,325598026;0,577053129;0,304920173;0,429271865;0,771714312;0,067969042;-0,939005172;-0,314285002;1,153510876;1,335692059;0,759021451;-0,81562451;0,055218432;-0,503828561;-0,021057502;-0,863800514;0,144005322;-0,338140449;0,110432166;-0,069512344;0,187455332;0,793486148;-1,461535937;-0,596153066;0,440650817;0,917947441;0,759021451;-0,106161287;-0,00749088;-0,129408102;0,25543357;0,949894871;-0,709535648;-0,512771609;1,297128872;0,491996689;-0,398001175;0,024286121;-0,693906603;-0,249644221
208;-0,848309771;-0,089581225;8H;13955;13865;13736;-1,175952897;-0,972552023;8,338495618;-0,692377226;6,719349796;-2,644532908;0,095302944;;0,474329424;-1,117866715;1,136000271;0,819412645;73,93552223;642,0045101;564,89529;0,471262219;0,71566751;0,876141925;16,12533385;-0,782282835;0,903567949;-0,423999547;15,91460258;12,39256201;1,876104629;2,628907827;0,373717273;-0,22626264;-1,000274698;-14,15101931;-3,933312112;-0,228593208;-0,643656196;0,877736891;-1,110064453;0,281529745;0,99276049;0,423715599;-0,183290571;-0,446102528;-27,99671397;-0,482655014;0,522778265;1,019327481;0,679859408;0,770611365;0,807501702;0,368763032;-0,555218586;-1,349883263;-0,530760593;;-0,693906603;-0,352724504
209;0,878283414;0,656330433;8H;13699;13699;12984;2,633342658;0,416736151;0,127985836;0,572537566;0,211547764;-0,756953548;-0,882590806;-1,194208982;-1,092554087;0,638809725;-0,666081958;-1,24205803;-0,658688933;0,78343451;-0,006357589;0,034714078;0,175330168;0,84877803;-0,992003672;-0,782282835;0,903567949;-0,027254021;-1,27386865;-1,367098373;-1,299392521;0,827405454;1,741330156;-0,22626264;0,109504791;2,122736684;1,503111133;-0,704832106;-0,45994959;-0,082750502;1,714458233;0,171431594;2,173665122;2,679633347;1,738400254;1,45802016;-1,299392521;1,413320772;-2,231756463;0,131275106;-2,152649896;-1,04936161;0,475769397;-1,634481879;-0,871481023;2,094569244;1,253899952;-1,562152767;0,750795789;-0,123062229
210;-0,698623935;-0,759850839;0H;13639;13639;13281;-0,576714989;-0,621161505;-0,793807594;-0,482805545;-0,850029924;-1,086456179;0,162671122;-0,955291156;0,433885515;1,865401012;0,191845227;0,608981393;-1,582958267;-0,869710239;-0,436104331;-2,027579542;0,7836322;-0,391975999;-1,844442691;0,067969042;1,824854509;-0,311860754;-0,158586165;0,352859175;-0,223433747;-0,062133062;0,276910306;0,244608119;-0,694269324;0,281762658;0,144005322;0,125318472;-0,77624316;1,282942511;-0,482739112;0,391627896;0,075364413;-0,16365059;-0,301730669;-0,360763838;-0,223433747;-0,375216522;0,983715459;1,26497501;0,047106716;0,489344127;-0,021430344;0,360174424;-0,624349786;-0,797134672;-0,239736991;-1,955538042;-0,693906603;-0,247366563
211;-1,040126885;-1,066545195;1H;14470;14470;14235;0,715060809;-1,046758424;0,480584416;-1,702812119;0,524307196;-0,67693148;0,544635604;1,61364855;1,166414267;-2,102737266;1,389570667;0,668867295;0,490526508;-0,780737;-0,027711464;0,0844944;-0,27104428;-0,791811856;0,761454873;0,067969042;1,548468541;-0,315334902;0,825486616;1,089983838;-0,719168021;0,519804531;0,207224966;1,835655632;-1,617181532;-0,410414254;0,144005322;-0,776858628;-0,266313694;-1,129299035;0,877849876;-1,452516137;0,334587341;-0,959956459;-0,463851544;-1,243083747;-0,719168021;0,307975537;-0,633331866;-0,709809598;-0,326912921;1,082408766;2,734419834;0,369793664;-0,078121131;-0,578231072;1,157839475;0,509763548;-0,693906603;-0,250630635
212;-0,626745513;-0,695300995;5H;13673;13673;13428;1,274050543;-0,957638506;2,246935395;-1,399681651;2,639944317;-1,731339901;0,947602412;6,584706974;1,652991116;-0,993208614;1,556706894;0,900852882;-2,228712253;-1,244651666;-1,888623583;0,32947399;1,318474499;0,165659265;8,37564519;0,047231192;0,903567949;-0,423999547;8,04202034;6,495564704;-0,889664461;1,327691105;0,039340827;2,559067858;-1,540038323;0,396979185;1,503111133;-2,450927097;-0,389056885;-0,337923124;1,57003451;-1,925803921;0,648841991;-0,430257014;-2,839695409;-2,615443859;-0,889664461;0,589598412;-0,512310311;0,170329125;-1,46578672;0,68138154;1,748317549;-0,581430192;-1,738295094;-0,024656613;1,542879184;7,46065815;-0,693906603;-0,352724504
213;2,935395585;2,503764837;3H;14096;14096;13966;0,879118897;0,963296878;4,288649075;1,193767907;4,42177089;0,029145587;1,040905922;6,232578628;0,7987528;0,190634459;0,803203659;1,181982856;-0,090851892;-2,853954695;-2,128017639;-0,445612553;-0,460977983;-1,514696721;5,40553211;0,91822092;-0,939005172;-0,320617732;3,777704957;3,301357829;0,826590921;-0,230323117;0,045032704;-1,019308129;1,559678828;-0,839344292;-1,215100489;-1,392829041;1,639396632;-0,699270463;0,685980985;0,360171281;-0,454412472;0,134734105;-0,064265308;0,451062011;0,826590921;-0,033826475;-0,509794241;-0,698716577;0,570438127;-1,157707083;1,570645492;-0,214035313;0,428156273;0,980764801;-0,02078991;1,904369887;-0,693906603;-0,255594021
214;1,543884994;1,698870522;3H;13849;13849;13570;-0,525315944;1,267549221;2,676769854;1,249903179;2,187345331;-2,023185089;0,720981575;5,315654752;0,383313286;1,142861863;1,113441611;2,107730392;-0,698260496;-1,659085608;-2,281515951;1,319882261;0,632112781;1,706316248;5,452849165;-0,782282835;0,903567949;-0,384103349;5,417826258;4,529898934;1,343887746;-0,196685106;-1,696932802;1,359828338;-0,804431259;-0,335969752;1,503111133;-0,391687256;1,183392178;-1,019120855;-0,697084622;1,052216803;-0,098337723;0,974292523;0,928076702;1,324561199;1,343887746;-0,905682145;-0,342928721;-0,260867059;0,580736601;-1,463936672;-0,060105865;-0,874867288;0,506636645;0,274404762;-1,231904838;3,62085728;-0,693906603;-0,315240764
215;1,871199238;1,54803631;8H;13988;13988;13712;-0,24223486;0,758825324;1,101829532;1,403339589;1,17538813;-0,968776668;0,659058034;1,738542456;0,46328275;-0,86065462;0,898395247;0,697455312;0,002423933;0,14006541;0,393264937;-0,085582827;-0,886933502;-0,049977466;1,094962563;0,067969042;-0,939005172;-0,32325637;1,481535136;1,581400281;1,22370974;-0,824594647;-0,748235723;-0,339554853;-0,27285621;-0,649810616;0,920637214;-0,427311817;0,644142052;-0,126191136;-0,424543584;1,046974034;-0,581660235;0,476709582;0,750119823;1,232768322;1,22370974;-0,699842777;0,983043742;-0,354863475;0,315980012;-0,131126514;-0,698356391;-1,111749254;1,34376061;0,374917756;-0,958831805;0,276287026;-0,693906603;-0,258073104
216;0,076804221;-0,063460434;6H;12362;12362;12105;0,587478754;0,335333924;0,421817986;0,875668034;0,755869468;0,89526679;-0,422904656;0,843580386;-0,636733429;0,535373143;-0,526855138;-1,2288408;0,379700099;-0,128266581;0,068380975;0,50720419;-0,14736652;0,221815826;0,878315959;-0,782282835;0,903567949;-0,054959714;-0,158586165;-1,121390152;0,548423802;-0,654162057;-0,436858829;-0,622785384;1,114834445;-0,694309894;0,144005322;-0,356326157;1,121474066;-0,208473689;0,394169693;0,589804568;-1,133009306;-0,434960154;-0,010240786;0,553592307;0,548423802;0,228925245;-0,431453917;-0,389935853;0,326621768;-1,070032623;0,042922533;0,091866336;0,606922972;0,644150722;-0,114531771;0,737041114;1,473146985;-0,184047678
217;-1,41135741;-1,399943771;1H;12762;12762;12175;-0,241387211;-1,363077961;0,801281219;-1,990973182;0,070204559;-0,502765804;-2,305969403;-0,785512348;-3,187405195;0,064275002;-2,161805672;-2,034412427;0,357675401;0,725517025;0,723556698;-1,163270295;0,620128502;-0,896828372;0,53363242;-1,632534712;-0,017718612;-0,08155718;0,366252651;-0,875681931;-1,111177231;-0,08659707;-0,803843103;-0,442547773;0,388433325;0,666769879;-1,215100489;0,503602411;-0,801916818;-3,510945062;0,541854872;-1,209799758;-0,143195155;-1,640666518;0,353694916;-0,900467784;-1,111177231;-0,398299907;-1,670528414;-1,276288792;-0,586618771;0,465427849;0,892174634;0,634229072;-0,945369939;-1,449133164;0,726477326;-0,140001991;1,473146985;-0,199665902
218;1,021066225;0,784558492;1H;13769;13769;13392;2,131896613;-0,088594691;1,108545695;-0,576364331;1,065621598;-1,51010242;0,897719356;6,58248861;1,296434539;2,228681236;0,941925426;1,97198154;-2,126351314;-1,034475496;-0,684343133;-0,046913807;0,95810333;-0,48280447;6,584803678;0,067969042;1,824854509;-0,420859569;6,401899039;5,267023598;-1,759915911;1,191817241;1,626955969;1,998670538;-0,722829826;0,106475556;1,503111133;-1,430282558;-1,052797471;-0,149465579;1,172297513;-1,437224727;1,078307115;0,458934189;-2,047383351;-1,772401662;-1,759915911;1,62660003;1,186039656;0,142869663;-1,878059695;0,133736304;1,229343985;-0,49620514;0,189145208;1,052712478;1,503338069;7,240132145;-0,693906603;-0,349774394
219;-0,937209856;-0,97412427;5H;14356;14356;14120;-1,930166278;0,236834604;0,849973404;0,097258931;1,409957704;-0,648688398;-0,814544144;0,846760041;-1,788181492;0,538742179;-0,558817478;-0,206820589;-0,005317583;0,989602319;0,578410077;0,503236665;1,017118222;1,123805853;0,611200722;-0,782282835;0,903567949;-0,171323626;-0,289795869;-0,384265489;1,136987882;-0,734893284;-0,910948263;0,658288098;-0,412744381;0,586598482;-0,274181082;-0,151431626;0,341566942;-0,022054604;-1,892861508;0,450911516;0,19301649;0,246146774;0,071891626;0,040303432;1,136987882;-0,856547816;0,730875159;-1,241685854;0,975841496;0,396454485;-0,389139165;-0,263886987;0,305837098;-1,355518597;-1,509191269;-0,088148112;0,028444593;-0,176238565
220;-1,18534043;-1,196959358;1H;13248;13248;12883;-2,077084897;-0,019341445;0,37144676;-0,190902131;0,086744722;0,664614948;-0,877808375;-1,465219143;-0,928540047;0,233287072;-0,673659051;-1,088170185;-0,414126265;0,128767221;-0,642703076;-0,145797742;0,281910357;0,591950622;-0,896966127;-1,632534712;-0,017718612;-0,058284397;-0,158586165;-1,121390152;1,02398534;-1,010724975;-0,015579992;0,566782849;-1,215702481;1,157419495;-1,215100489;-0,218778699;-0,432445161;0,865940512;-2,243065643;0,171431594;0,393359841;0,110216022;0,068544974;-0,158871664;1,02398534;-0,161172808;1,703542641;-1,603205833;0,584791625;0,900526949;-0,958015903;-0,615834896;0,276568012;-1,706123852;-1,463492112;-1,651781739;1,473146985;-0,185999956
221;0,375747578;0,205015746;1H;13112;13112;12834;-0,043653103;0,200767785;4,637889573;-0,029981019;3,58724452;-0,408622195;0,778935872;5,709340455;0,689303516;-0,36768346;0,691804507;0,107530045;0,277342154;0,034144887;0,308612074;0,946404203;1,052893271;1,341015753;3,559331922;0,067969042;-0,939005172;-0,3144829;3,777704957;3,301357829;-0,445701743;-0,374486022;-0,332430483;-0,467008592;0,650405718;-0,291660588;0,144005322;0,891707577;0,145520359;1,223539316;-0,098616567;0,269733514;-0,724142651;-0,840757142;0,212132271;0,112999539;-0,445701743;0,608144979;0,532598383;0,156162225;0,034112939;-0,789860387;-0,958585499;1,112045636;-0,018497117;-0,20620183;-0,144499249;-0,101141917;-0,693906603;-0,249830152
